"Transaction","From","To","Crypto","USD","Txn","ID","Sex","Type","Skin","Slots","Rank"
"Claimed",NA,"12800693",NA,NA,2017-06-23,248,"Girl","Female","Dark",2,"1386240000%"
"Sold","0xc352b5","sov",0.95,229,2017-07-07,249,"Girl","Female","Light",1,"0.261120000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,249,"Girl","Female","Light",1,"0.261120000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,250,"Girl","Female","Mid",3,"4202240000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,251,"Girl","Female","Light",2,"1344000000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,252,"Guy","Male","Albino",2,"2711511000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,253,"Girl","Female","Dark",2,"0.981120000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,254,"Guy","Male","Light",1,"1123254000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,255,"Guy","Male","Light",2,"1775466000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,256,"Guy","Male","Dark",4,"5099935500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,257,"Guy","Male","Light",2,"1847934000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,258,"Guy","Male","Mid",2,"1561081500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,259,"Guy","Male","Light",3,"6051078000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,260,"Guy","Male","Dark",2,"1361794500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,261,"Girl","Female","Dark",2,"1445760000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,262,"Girl","Female","Dark",2,"1259520000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,263,"Guy","Male","Albino",2,"2303878500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,264,"Girl","Female","Albino",2,"4982400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,265,"Guy","Male","Dark",3,"5801466000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,266,"Guy","Male","Dark",3,"6314781000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,267,"Guy","Male","Dark",2,"1201761000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,268,"Girl","Female","Light",1,"1608960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,269,"Guy","Male","Dark",4,"5105974500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,270,"Girl","Female","Mid",2,"1019520000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,271,"Guy","Male","Mid",1,"2796057000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,272,"Guy","Male","Mid",2,"1624491000%"
"Sold","Carlini8","whiterab…",3,1113,2020-09-12,273,"Guy","Male","Light",2,"2382385500%"
"Sold","0xc352b5","Carlini8",2,261,2020-01-01,273,"Guy","Male","Light",2,"2382385500%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,273,"Guy","Male","Light",2,"2382385500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,274,"Guy","Male","Light",4,"5435100000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,275,"Girl","Female","Mid",3,"1766400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,276,"Girl","Female","Light",1,"1589760000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,277,"Girl","Female","Light",1,"0.564480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,278,"Girl","Female","Albino",2,"1468800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,279,"Girl","Female","Mid",3,"1363200000%"
"Sold","5772875","7435267",0.25,188,2017-12-26,280,"Guy","Male","Albino",1,"14849901000%"
"Sold","12800693","5772875",1.2,244,2017-07-25,280,"Guy","Male","Albino",1,"14849901000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,280,"Guy","Male","Albino",1,"14849901000%"
"Sold","0xc352b5","6689278",1.1,304,2017-07-03,281,"Guy","Male","Light",0,"0.000038650%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,281,"Guy","Male","Light",0,"0.000038650%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,282,"Girl","Female","Albino",2,"1248000000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,283,"Girl","Female","Light",2,"2184960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,284,"Guy","Male","Albino",1,"2663199000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,285,"Girl","Female","Light",2,"1559040000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,286,"Guy","Male","Albino",2,"2240469000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,287,"Girl","Female","Albino",3,"2129920000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,288,"Guy","Male","Albino",1,"1811700000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,289,"Girl","Female","Mid",2,"1731840000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,290,"Girl","Female","Mid",1,"0.552960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,291,"Guy","Male","Mid",2,"8756550000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,292,"Girl","Female","Light",2,"1526400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,293,"Guy","Male","Light",2,"2089494000%"
"Sold","Carlini8","Slats_et…",4.9,1086,2020-05-29,294,"Guy","Male","Dark",3,"6548289000%"
"Sold","0xc352b5","Carlini8",2,255,2020-01-02,294,"Guy","Male","Dark",3,"6548289000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,294,"Guy","Male","Dark",3,"6548289000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,295,"Guy","Male","Mid",2,"1693939500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,296,"Guy","Male","Mid",1,"2663199000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,297,"Guy","Male","Mid",2,"2164981500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,298,"Girl","Female","Light",1,"0.564480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,299,"Guy","Male","Dark",2,"1820758500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,300,"Guy","Male","Light",2,"2116669500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,301,"Girl","Female","Albino",3,"1425920000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,302,"Girl","Female","Mid",3,"1794560000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,303,"Girl","Female","Dark",2,"1539840000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,304,"Guy","Male","Mid",2,"2503165500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,305,"Girl","Female","Albino",3,"1451520000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,306,"Girl","Female","Light",2,"1380480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,307,"Guy","Male","Mid",2,"2186118000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,308,"Guy","Male","Light",3,"3299307000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,309,"Guy","Male","Mid",2,"2521282500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,310,"Guy","Male","Dark",4,"5607211500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,311,"Guy","Male","Light",2,"2158942500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,312,"Guy","Male","Light",2,"1618452000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,313,"Girl","Female","Light",2,"2081280000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,314,"Guy","Male","Albino",2,"1497672000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,315,"Girl","Female","Mid",3,"2193920000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,316,"Girl","Female","Dark",1,"1847040000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,317,"Guy","Male","Mid",3,"2061312000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,318,"Girl","Female","Albino",3,"2736640000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,319,"Girl","Female","Light",2,"5005440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,320,"Guy","Male","Dark",1,"2796057000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,321,"Guy","Male","Mid",1,"1829817000%"
"Sold","0xc352b5","KingChad",12,4628,2020-09-13,322,"Girl","Female","Mid",3,"1400320000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,322,"Girl","Female","Mid",3,"1400320000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,323,"Guy","Male","Dark",1,"2590731000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,324,"Girl","Female","Albino",3,"4226560000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,325,"Guy","Male","Dark",3,"1749297000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,326,"Girl","Female","Dark",3,"4212480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,327,"Guy","Male","Albino",1,"2500146000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,328,"Guy","Male","Light",2,"3067812000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,329,"Girl","Female","Mid",2,"1808640000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,330,"Guy","Male","Mid",2,"2418619500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,331,"Girl","Female","Albino",3,"4213760000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,332,"Guy","Male","Dark",2,"3013461000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,333,"Girl","Female","Light",3,"1358080000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,334,"Guy","Male","Dark",2,"1790563500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,335,"Guy","Male","Mid",1,"0.893772000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,336,"Guy","Male","Mid",3,"1769427000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,337,"Guy","Male","Mid",1,"2669238000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,338,"Guy","Male","Light",2,"2530341000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,339,"Girl","Female","Albino",5,"3537408000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,340,"Guy","Male","Mid",4,"1766407500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,341,"Girl","Female","Light",2,"5604480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,342,"Girl","Female","Light",2,"1935360000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,343,"Guy","Male","Light",2,"2201215500%"
"Sold","0xc352b5","393680",15,3004,2020-05-14,344,"Guy","Male","Dark",1,"0.265716000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,344,"Guy","Male","Dark",1,"0.265716000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,345,"Girl","Female","Mid",2,"5063040000%"
"Sold","12800693","6689278",0.47,90,2017-07-11,346,"Guy","Male","Mid",1,"0.996435000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,346,"Guy","Male","Mid",1,"0.996435000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,347,"Guy","Male","Mid",2,"2880603000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,348,"Girl","Female","Light",3,"1356800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,349,"Guy","Male","Dark",3,"6336924000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,350,"Girl","Female","Mid",1,"1777920000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,351,"Guy","Male","Light",3,"2222352000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,352,"Girl","Female","Mid",2,"0.810240000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,353,"Girl","Female","Light",2,"1443840000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,354,"Guy","Male","Albino",2,"3514698000%"
"Sold","jmg","0x052ffe",0.75,88,2018-11-29,355,"Girl","Female","Albino",4,"1145280000%"
"Sold","0xc352b5","0x00bd3a",0.6,135,2017-07-24,355,"Girl","Female","Albino",4,"1145280000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,355,"Girl","Female","Albino",4,"1145280000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,356,"Guy","Male","Light",1,"2796057000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,357,"Girl","Female","Dark",2,"5063040000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,358,"Guy","Male","Light",3,"2224365000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,359,"Girl","Female","Albino",2,"2219520000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,360,"Guy","Male","Mid",2,"2325015000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,361,"Guy","Male","Mid",1,"2590731000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,362,"Guy","Male","Mid",3,"2258586000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,363,"Guy","Male","Albino",3,"2294820000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,364,"Guy","Male","Albino",2,"1654686000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,365,"Guy","Male","Light",2,"1787544000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,366,"Guy","Male","Mid",3,"6427509000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,367,"Guy","Male","Dark",1,"0.893772000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,368,"Girl","Female","Mid",2,"2106240000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,369,"Guy","Male","Light",3,"5900103000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,370,"Guy","Male","Dark",4,"2672257500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,371,"Girl","Female","Mid",1,"1697280000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,372,"Guy","Ape","Ape",1,"0.006096000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,373,"Guy","Male","Dark",2,"8650867500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,374,"Girl","Female","Dark",2,"1660800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,375,"Girl","Female","Light",2,"1378560000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,376,"Girl","Female","Light",2,"1188480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,377,"Guy","Male","Albino",5,"5610231000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,378,"Girl","Female","Dark",2,"5569920000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,379,"Girl","Female","Light",3,"4550400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,380,"Girl","Female","Light",3,"4509440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,381,"Girl","Female","Light",2,"2062080000%"
"Sold","12800693","6689278",0.51,136,2017-07-06,382,"Girl","Female","Light",2,"1948800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,382,"Girl","Female","Light",2,"1948800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,383,"Girl","Female","Mid",2,"0.796800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,384,"Girl","Female","Mid",3,"2096640000%"
"Sold","0xc352b5","MrTpunks",5,975,2020-04-26,385,"Girl","Female","Mid",2,"0.950400000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,385,"Girl","Female","Mid",2,"0.950400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,386,"Guy","Male","Mid",2,"8330800500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,387,"Guy","Male","Mid",3,"1489620000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,388,"Girl","Female","Mid",3,"1566720000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,389,"Guy","Male","Light",2,"1292346000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,390,"Girl","Female","Light",1,"1766400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,391,"Girl","Female","Dark",3,"1349120000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,392,"Guy","Male","Mid",1,"1811700000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,393,"Guy","Male","Light",3,"3114111000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,394,"Girl","Female","Light",2,"4903680000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,395,"Guy","Male","Light",3,"6049065000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,396,"Girl","Female","Mid",1,"0.552960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,397,"Guy","Male","Mid",1,"0.857538000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,398,"Guy","Male","Dark",1,"2904759000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,399,"Guy","Male","Dark",2,"1639588500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,400,"Girl","Female","Mid",3,"1361920000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,401,"Guy","Male","Dark",3,"6133611000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,402,"Guy","Male","Dark",2,"2116669500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,403,"Guy","Male","Dark",2,"1962675000%"
"Sold","0xc352b5","sov",0.95,229,2017-07-07,404,"Girl","Female","Light",3,"1516800000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,404,"Girl","Female","Light",3,"1516800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,405,"Girl","Female","Mid",1,"1766400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,406,"Guy","Male","Dark",2,"2207254500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,407,"Girl","Female","Light",3,"4170240000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,408,"Guy","Male","Dark",1,"1533906000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,409,"Girl","Female","Light",2,"1989120000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,410,"Guy","Male","Albino",2,"2617906500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,411,"Girl","Female","Light",3,"1853440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,412,"Guy","Male","Albino",3,"6292638000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,413,"Girl","Female","Albino",1,"0.579840000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,414,"Guy","Male","Light",3,"6240300000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,415,"Guy","Male","Light",4,"2243488500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,416,"Guy","Male","Dark",3,"2934954000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,417,"Girl","Female","Dark",1,"0.568320000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,418,"Girl","Female","Dark",3,"1312000000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,419,"Girl","Female","Mid",2,"5644800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,420,"Guy","Male","Albino",2,"8675023500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,421,"Guy","Male","Mid",2,"2174040000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,422,"Girl","Female","Light",4,"3391680000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,423,"Guy","Male","Dark",2,"2065338000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,424,"Guy","Male","Albino",3,"2192157000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,425,"Girl","Female","Dark",3,"2063360000%"
"Sold","0x3ba9cd","0x568cf5",5.75,2048,2020-09-30,426,"Guy","Male","Dark",2,"2530341000%"
"Sold","Carlini8","0x3ba9cd",4,1379,2020-09-25,426,"Guy","Male","Dark",2,"2530341000%"
"Sold","0xc352b5","Carlini8",2,255,2020-01-02,426,"Guy","Male","Dark",2,"2530341000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,426,"Guy","Male","Dark",2,"2530341000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,427,"Girl","Female","Dark",1,"1766400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,428,"Girl","Female","Dark",1,"1006080000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,429,"Guy","Male","Mid",2,"1331599500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,430,"Girl","Female","Dark",3,"4186880000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,431,"Girl","Female","Dark",2,"1806720000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,432,"Guy","Male","Mid",3,"7810440000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,433,"Guy","Male","Mid",4,"5614760250%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,434,"Guy","Male","Albino",2,"2219332500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,435,"Guy","Male","Mid",2,"2246508000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,436,"Guy","Male","Mid",1,"1056825000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,437,"Guy","Male","Light",3,"2284755000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,438,"Girl","Female","Mid",1,"1647360000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,439,"Guy","Male","Mid",2,"2853427500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,440,"Girl","Female","Dark",2,"1432320000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,441,"Guy","Male","Dark",2,"2986285500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,442,"Guy","Male","Light",2,"1253092500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,443,"Girl","Female","Dark",1,"0.552960000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,444,"Guy","Male","Dark",3,"6612705000%"
"Sold","12800693","6689278",0.65,157,2017-07-07,445,"Girl","Female","Dark",4,"3345600000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,445,"Girl","Female","Dark",4,"3345600000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,446,"Girl","Female","Mid",3,"2018560000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,447,"Guy","Male","Mid",2,"3013461000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,448,"Guy","Male","Light",1,"1811700000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,449,"Girl","Female","Mid",3,"2261760000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,450,"Guy","Male","Mid",3,"3069825000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,451,"Guy","Male","Dark",1,"1811700000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,452,"Guy","Male","Albino",1,"2530341000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,453,"Guy","Male","Mid",2,"1295365500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,454,"Guy","Male","Dark",3,"1845921000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,455,"Guy","Male","Dark",3,"1475529000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,456,"Guy","Male","Mid",4,"5278086000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,457,"Guy","Male","Light",3,"1986831000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,458,"Guy","Male","Dark",3,"6238287000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,459,"Guy","Male","Dark",1,"1225917000%"
"Sold","0xc352b5","Snowfro",2.5,351,2019-03-27,460,"Girl","Female","Light",5,"3114240000%"
"Claimed",NA,"0xc352b5",NA,NA,2017-06-23,460,"Girl","Female","Light",5,"3114240000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,461,"Guy","Male","Dark",2,"1983811500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,462,"Guy","Male","Dark",3,"1998909000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,463,"Guy","Male","Mid",2,"2273683500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,464,"Girl","Female","Dark",2,"2160000000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,465,"Guy","Male","Light",3,"1735206000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,466,"Girl","Female","Mid",2,"1539840000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,467,"Guy","Male","Light",3,"1892220000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,468,"Guy","Male","Dark",1,"1829817000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,469,"Girl","Female","Light",1,"1697280000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,470,"Guy","Male","Dark",3,"3216774000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,471,"Girl","Female","Dark",2,"1622400000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,472,"Guy","Male","Dark",3,"2540406000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,473,"Girl","Female","Light",2,"0.804480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,474,"Girl","Female","Dark",2,"2025600000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,475,"Girl","Female","Albino",1,"1589760000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,476,"Guy","Male","Mid",4,"2314446750%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,477,"Girl","Female","Mid",2,"2081280000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,478,"Guy","Male","Dark",2,"3816648000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,479,"Girl","Female","Light",2,"1313280000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,480,"Guy","Male","Mid",3,"5749128000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,481,"Girl","Female","Light",2,"1764480000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,482,"Girl","Female","Light",2,"1678080000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,483,"Guy","Male","Light",2,"2267644500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,484,"Guy","Male","Dark",2,"2690374500%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,485,"Guy","Male","Mid",4,"4977645750%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,486,"Girl","Female","Mid",2,"1612800000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,487,"Guy","Male","Dark",1,"2500146000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,488,"Girl","Female","Mid",3,"4160000000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,489,"Guy","Male","Dark",2,"2421639000%"
"Claimed",NA,"12800693",NA,NA,2017-06-23,490,"Girl","Female","Light",2,"4901760000%"
