Punk,Sex,Type,Skin,TypeSkin,Slots,Att1,Att2,Att3,Att4,Att5,Att6,Att7,TypeRare,AttCount,Att1,Att2,Att3,Att4,Att5,Att6,Att7,Min,Avg,Rank
2306,Guy,Zombie,Zombie,ZombieZombie,3,Earring,Mohawk Thin,Cigarette,(blank),(blank),(blank),(blank),1%,45.01%,24.59%,4.41%,9.61%,,,,,4.41%,12.87%,0.113256000%
9368,Guy,Zombie,Zombie,ZombieZombie,2,Earring,Hoodie,(blank),(blank),(blank),(blank),(blank),1%,35.60%,24.59%,2.59%,,,,,,2.59%,13.59%,0.119592000%
1935,Guy,Zombie,Zombie,ZombieZombie,2,Earring,Shaved Head,(blank),(blank),(blank),(blank),(blank),1%,35.60%,24.59%,3.00%,,,,,,3.00%,13.80%,0.121396000%
3609,Guy,Zombie,Zombie,ZombieZombie,2,Earring,Do-rag,(blank),(blank),(blank),(blank),(blank),1%,35.60%,24.59%,3.00%,,,,,,3.00%,13.80%,0.121396000%
2329,Guy,Zombie,Zombie,ZombieZombie,2,Earring,Peak Spike,(blank),(blank),(blank),(blank),(blank),1%,35.60%,24.59%,3.03%,,,,,,3.03%,13.81%,0.121528000%
4559,Guy,Zombie,Zombie,ZombieZombie,2,Earring,Stringy Hair,(blank),(blank),(blank),(blank),(blank),1%,35.60%,24.59%,4.63%,,,,,,4.63%,14.61%,0.128568000%
2708,Guy,Zombie,Zombie,ZombieZombie,2,Earring,Bandana,(blank),(blank),(blank),(blank),(blank),1%,35.60%,24.59%,4.81%,,,,,,4.81%,14.70%,0.129360000%
89,Girl,Female,Dark,FemaleDark,1,Choker,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.48%,,,,,,,0.48%,0.48%,0.184320000%
5684,Girl,Female,Dark,FemaleDark,2,Choker,Pilot Helmet,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.48%,0.54%,,,,,,0.48%,0.51%,0.195840000%
2759,Girl,Female,Albino,FemaleAlbino,1,Pilot Helmet,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.54%,,,,,,,0.54%,0.54%,0.207360000%
931,Girl,Female,Dark,FemaleDark,1,Pilot Helmet,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.54%,,,,,,,0.54%,0.54%,0.207360000%
838,Girl,Female,Light,FemaleLight,1,Pilot Helmet,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.54%,,,,,,,0.54%,0.54%,0.207360000%
1438,Girl,Female,Mid,FemaleMid,1,Pilot Helmet,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.54%,,,,,,,0.54%,0.54%,0.207360000%
4936,Girl,Female,Albino,FemaleAlbino,1,Tiara,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.55%,,,,,,,0.55%,0.55%,0.211200000%
2676,Girl,Female,Dark,FemaleDark,1,Tiara,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.55%,,,,,,,0.55%,0.55%,0.211200000%
4380,Girl,Female,Light,FemaleLight,1,Tiara,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.55%,,,,,,,0.55%,0.55%,0.211200000%
706,Girl,Female,Mid,FemaleMid,1,Tiara,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.55%,,,,,,,0.55%,0.55%,0.211200000%
1684,Girl,Female,Dark,FemaleDark,2,Choker,Orange Side,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.48%,0.68%,,,,,,0.48%,0.58%,0.222720000%
4619,Girl,Female,Albino,FemaleAlbino,1,Orange Side,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.68%,,,,,,,0.68%,0.68%,0.261120000%
2800,Girl,Female,Dark,FemaleDark,1,Orange Side,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.68%,,,,,,,0.68%,0.68%,0.261120000%
249,Girl,Female,Light,FemaleLight,1,Orange Side,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.68%,,,,,,,0.68%,0.68%,0.261120000%
2646,Girl,Female,Mid,FemaleMid,1,Orange Side,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.68%,,,,,,,0.68%,0.68%,0.261120000%
344,Guy,Male,Dark,MaleDark,1,Beanie,(blank),(blank),(blank),(blank),(blank),(blank),60%,3.33%,0.44%,,,,,,,0.44%,0.44%,0.265716000%
1903,Guy,Male,Mid,MaleMid,1,Beanie,(blank),(blank),(blank),(blank),(blank),(blank),60%,3.33%,0.44%,,,,,,,0.44%,0.44%,0.265716000%
2964,Guy,Male,Light,MaleLight,1,Beanie,(blank),(blank),(blank),(blank),(blank),(blank),60%,3.33%,0.44%,,,,,,,0.44%,0.44%,0.265716000%
5670,Girl,Female,Dark,FemaleDark,2,Orange Side,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.68%,0.86%,,,,,,0.68%,0.77%,0.295680000%
3105,Girl,Female,Dark,FemaleDark,1,Welding Goggles,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.86%,,,,,,,0.86%,0.86%,0.330240000%
1821,Girl,Female,Mid,FemaleMid,1,Welding Goggles,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.86%,,,,,,,0.86%,0.86%,0.330240000%
1547,Girl,Female,Dark,FemaleDark,2,Choker,Blonde Short,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.48%,1.29%,,,,,,0.48%,0.89%,0.339840000%
9825,Girl,Female,Mid,FemaleMid,2,Choker,Wild White Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.48%,1.36%,,,,,,0.48%,0.92%,0.353280000%
3060,Girl,Female,Albino,FemaleAlbino,1,Pigtails,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.94%,,,,,,,0.94%,0.94%,0.360960000%
2312,Girl,Female,Dark,FemaleDark,1,Pigtails,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.94%,,,,,,,0.94%,0.94%,0.360960000%
1237,Girl,Female,Light,FemaleLight,1,Pigtails,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.94%,,,,,,,0.94%,0.94%,0.360960000%
1232,Girl,Female,Mid,FemaleMid,1,Pigtails,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.94%,,,,,,,0.94%,0.94%,0.360960000%
4021,Girl,Female,Albino,FemaleAlbino,1,Pink With Hat,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,0.95%,,,,,,,0.95%,0.95%,0.364800000%
2253,Girl,Female,Light,FemaleLight,2,Spots,Orange Side,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.24%,0.68%,,,,,,0.68%,0.96%,0.368640000%
2698,Girl,Female,Mid,FemaleMid,2,Choker,Straight Hair Blonde,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.48%,1.44%,,,,,,0.48%,0.96%,0.368640000%
1972,Girl,Female,Light,FemaleLight,2,Choker,Half Shaved,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.48%,1.47%,,,,,,0.48%,0.98%,0.374400000%
4954,Girl,Female,Mid,FemaleMid,2,Choker,Half Shaved,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.48%,1.47%,,,,,,0.48%,0.98%,0.374400000%
8299,Girl,Female,Light,FemaleLight,2,Choker,Dark Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.48%,1.57%,,,,,,0.48%,1.03%,0.393600000%
1865,Girl,Female,Light,FemaleLight,2,Blonde Short,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.29%,0.86%,,,,,,0.86%,1.08%,0.412800000%
1496,Girl,Female,Mid,FemaleMid,2,Blonde Short,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.29%,0.86%,,,,,,0.86%,1.08%,0.412800000%
8733,Girl,Female,Dark,FemaleDark,2,Wild White Hair,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.36%,0.86%,,,,,,0.86%,1.11%,0.426240000%
5645,Girl,Female,Light,FemaleLight,2,Gold Chain,Pilot Helmet,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.69%,0.54%,,,,,,0.54%,1.12%,0.428160000%
1433,Girl,Female,Mid,FemaleMid,2,Gold Chain,Pilot Helmet,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.69%,0.54%,,,,,,0.54%,1.12%,0.428160000%
9461,Girl,Female,Dark,FemaleDark,2,Straight Hair Blonde,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.44%,0.86%,,,,,,0.86%,1.15%,0.441600000%
9201,Girl,Female,Light,FemaleLight,2,Straight Hair Blonde,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.44%,0.86%,,,,,,0.86%,1.15%,0.441600000%
7563,Girl,Female,Mid,FemaleMid,2,Wild Blonde,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.44%,0.86%,,,,,,0.86%,1.15%,0.441600000%
9332,Girl,Female,Albino,FemaleAlbino,2,Half Shaved,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.47%,0.86%,,,,,,0.86%,1.17%,0.447360000%
2705,Girl,Female,Dark,FemaleDark,2,Blonde Bob,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.47%,0.86%,,,,,,0.86%,1.17%,0.447360000%
8096,Girl,Female,Light,FemaleLight,2,Half Shaved,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.47%,0.86%,,,,,,0.86%,1.17%,0.447360000%
1669,Girl,Female,Mid,FemaleMid,2,Red Mohawk,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.47%,0.86%,,,,,,0.86%,1.17%,0.447360000%
4627,Girl,Female,Dark,FemaleDark,2,Clown Hair Green,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.48%,0.86%,,,,,,0.86%,1.17%,0.449280000%
5407,Girl,Female,Dark,FemaleDark,2,Straight Hair Dark,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.48%,0.86%,,,,,,0.86%,1.17%,0.449280000%
2218,Girl,Female,Light,FemaleLight,2,Dark Hair,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.57%,0.86%,,,,,,0.86%,1.22%,0.466560000%
2725,Girl,Female,Mid,FemaleMid,2,Dark Hair,Welding Goggles,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.57%,0.86%,,,,,,0.86%,1.22%,0.466560000%
9379,Girl,Female,Dark,FemaleDark,2,Orange Side,Medical Mask,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.68%,1.75%,,,,,,0.68%,1.22%,0.466560000%
5525,Girl,Female,Dark,FemaleDark,1,Spots,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.24%,,,,,,,1.24%,1.24%,0.476160000%
4880,Girl,Female,Mid,FemaleMid,2,Silver Chain,Pink With Hat,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.56%,0.95%,,,,,,0.95%,1.26%,0.481920000%
5745,Girl,Female,Light,FemaleLight,2,Spots,Blonde Short,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.24%,1.29%,,,,,,1.24%,1.27%,0.485760000%
7503,Girl,Female,Mid,FemaleMid,2,Spots,Blonde Short,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.24%,1.29%,,,,,,1.24%,1.27%,0.485760000%
9145,Girl,Female,Light,FemaleLight,1,Rosy Cheeks,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.28%,,,,,,,1.28%,1.28%,0.491520000%
1197,Girl,Female,Albino,FemaleAlbino,1,Blonde Short,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.29%,,,,,,,1.29%,1.29%,0.495360000%
1086,Girl,Female,Dark,FemaleDark,1,Blonde Short,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.29%,,,,,,,1.29%,1.29%,0.495360000%
870,Girl,Female,Light,FemaleLight,1,Blonde Short,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.29%,,,,,,,1.29%,1.29%,0.495360000%
929,Girl,Female,Mid,FemaleMid,1,Blonde Short,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.29%,,,,,,,1.29%,1.29%,0.495360000%
8511,Girl,Female,Light,FemaleLight,2,Spots,Wild White Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.24%,1.36%,,,,,,1.24%,1.30%,0.499200000%
123,Girl,Female,Mid,FemaleMid,2,Spots,Wild White Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.24%,1.36%,,,,,,1.24%,1.30%,0.499200000%
4288,Girl,Female,Mid,FemaleMid,2,Rosy Cheeks,Wild White Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.28%,1.36%,,,,,,1.28%,1.32%,0.506880000%
9633,Girl,Female,Light,FemaleLight,2,Pilot Helmet,Clown Nose,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.54%,2.12%,,,,,,0.54%,1.33%,0.510720000%
2841,Girl,Female,Dark,FemaleDark,2,Spots,Straight Hair Blonde,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.24%,1.44%,,,,,,1.24%,1.34%,0.514560000%
5515,Girl,Female,Light,FemaleLight,2,Spots,Straight Hair Blonde,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.24%,1.44%,,,,,,1.24%,1.34%,0.514560000%
6706,Girl,Female,Mid,FemaleMid,2,Spots,Wild Blonde,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.24%,1.44%,,,,,,1.24%,1.34%,0.514560000%
6242,Girl,Female,Mid,FemaleMid,2,Spots,Blonde Bob,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.24%,1.47%,,,,,,1.24%,1.36%,0.520320000%
25,Girl,Female,Dark,FemaleDark,1,Wild White Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.36%,,,,,,,1.36%,1.36%,0.522240000%
813,Girl,Female,Light,FemaleLight,1,Wild White Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.36%,,,,,,,1.36%,1.36%,0.522240000%
227,Girl,Female,Mid,FemaleMid,1,Wild White Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.36%,,,,,,,1.36%,1.36%,0.522240000%
4798,Girl,Female,Dark,FemaleDark,2,Rosy Cheeks,Straight Hair Blonde,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.28%,1.44%,,,,,,1.28%,1.36%,0.522240000%
3032,Girl,Female,Light,FemaleLight,2,Rosy Cheeks,Wild Blonde,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.28%,1.44%,,,,,,1.28%,1.36%,0.522240000%
4676,Girl,Female,Dark,FemaleDark,2,Rosy Cheeks,Blonde Bob,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.28%,1.47%,,,,,,1.28%,1.38%,0.528000000%
3230,Girl,Female,Light,FemaleLight,2,Rosy Cheeks,Half Shaved,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.28%,1.47%,,,,,,1.28%,1.38%,0.528000000%
5120,Girl,Female,Light,FemaleLight,2,Rosy Cheeks,Dark Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.28%,1.57%,,,,,,1.28%,1.43%,0.547200000%
2589,Girl,Female,Mid,FemaleMid,2,Rosy Cheeks,Dark Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.28%,1.57%,,,,,,1.28%,1.43%,0.547200000%
1082,Girl,Female,Albino,FemaleAlbino,1,Wild Blonde,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.44%,,,,,,,1.44%,1.44%,0.552960000%
3697,Girl,Female,Albino,FemaleAlbino,1,Straight Hair Blonde,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.44%,,,,,,,1.44%,1.44%,0.552960000%
443,Girl,Female,Dark,FemaleDark,1,Wild Blonde,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.44%,,,,,,,1.44%,1.44%,0.552960000%
106,Girl,Female,Light,FemaleLight,1,Straight Hair Blonde,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.44%,,,,,,,1.44%,1.44%,0.552960000%
241,Girl,Female,Light,FemaleLight,1,Wild Blonde,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.44%,,,,,,,1.44%,1.44%,0.552960000%
290,Girl,Female,Mid,FemaleMid,1,Wild Blonde,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.44%,,,,,,,1.44%,1.44%,0.552960000%
396,Girl,Female,Mid,FemaleMid,1,Straight Hair Blonde,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.44%,,,,,,,1.44%,1.44%,0.552960000%
4639,Girl,Female,Light,FemaleLight,2,Silver Chain,Wild White Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.56%,1.36%,,,,,,1.36%,1.46%,0.560640000%
521,Girl,Female,Albino,FemaleAlbino,1,Blonde Bob,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.47%,,,,,,,1.47%,1.47%,0.564480000%
1681,Girl,Female,Albino,FemaleAlbino,1,Red Mohawk,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.47%,,,,,,,1.47%,1.47%,0.564480000%
114,Girl,Female,Dark,FemaleDark,1,Red Mohawk,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.47%,,,,,,,1.47%,1.47%,0.564480000%
1355,Girl,Female,Dark,FemaleDark,1,Blonde Bob,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.47%,,,,,,,1.47%,1.47%,0.564480000%
96,Girl,Female,Light,FemaleLight,1,Blonde Bob,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.47%,,,,,,,1.47%,1.47%,0.564480000%
277,Girl,Female,Light,FemaleLight,1,Red Mohawk,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.47%,,,,,,,1.47%,1.47%,0.564480000%
298,Girl,Female,Light,FemaleLight,1,Half Shaved,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.47%,,,,,,,1.47%,1.47%,0.564480000%
36,Girl,Female,Mid,FemaleMid,1,Red Mohawk,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.47%,,,,,,,1.47%,1.47%,0.564480000%
43,Girl,Female,Mid,FemaleMid,1,Half Shaved,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.47%,,,,,,,1.47%,1.47%,0.564480000%
530,Girl,Female,Mid,FemaleMid,1,Blonde Bob,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.47%,,,,,,,1.47%,1.47%,0.564480000%
7009,Girl,Female,Dark,FemaleDark,3,Straight Hair Blonde,Welding Goggles,Clown Nose,(blank),(blank),(blank),(blank),38%,45.01%,1.44%,0.86%,2.12%,,,,,0.86%,1.47%,0.565760000%
3151,Girl,Female,Albino,FemaleAlbino,1,Straight Hair Dark,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.48%,,,,,,,1.48%,1.48%,0.568320000%
5908,Girl,Female,Albino,FemaleAlbino,1,Clown Hair Green,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.48%,,,,,,,1.48%,1.48%,0.568320000%
417,Girl,Female,Dark,FemaleDark,1,Straight Hair Dark,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.48%,,,,,,,1.48%,1.48%,0.568320000%
688,Girl,Female,Dark,FemaleDark,1,Clown Hair Green,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.48%,,,,,,,1.48%,1.48%,0.568320000%
4144,Girl,Female,Light,FemaleLight,1,Clown Hair Green,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.48%,,,,,,,1.48%,1.48%,0.568320000%
2391,Girl,Female,Mid,FemaleMid,1,Clown Hair Green,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.48%,,,,,,,1.48%,1.48%,0.568320000%
4264,Girl,Female,Albino,FemaleAlbino,2,Silver Chain,Wild Blonde,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.56%,1.44%,,,,,,1.44%,1.50%,0.576000000%
8577,Girl,Female,Dark,FemaleDark,2,Silver Chain,Wild Blonde,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.56%,1.44%,,,,,,1.44%,1.50%,0.576000000%
5809,Girl,Female,Dark,FemaleDark,2,Spots,Tassle Hat,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.24%,1.78%,,,,,,1.24%,1.51%,0.579840000%
413,Girl,Female,Albino,FemaleAlbino,1,Straight Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.51%,,,,,,,1.51%,1.51%,0.579840000%
861,Girl,Female,Dark,FemaleDark,1,Straight Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.51%,,,,,,,1.51%,1.51%,0.579840000%
187,Girl,Female,Light,FemaleLight,1,Straight Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.51%,,,,,,,1.51%,1.51%,0.579840000%
500,Girl,Female,Mid,FemaleMid,1,Straight Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.51%,,,,,,,1.51%,1.51%,0.579840000%
8532,Guy,Male,Dark,MaleDark,2,Buck Teeth,Top Hat,(blank),(blank),(blank),(blank),(blank),60%,35.60%,0.78%,1.15%,,,,,,0.78%,0.97%,0.582763500%
4726,Girl,Female,Dark,FemaleDark,2,Silver Chain,Straight Hair Dark,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.56%,1.48%,,,,,,1.48%,1.52%,0.583680000%
9451,Girl,Female,Dark,FemaleDark,2,Silver Chain,Straight Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.56%,1.51%,,,,,,1.51%,1.54%,0.589440000%
9471,Girl,Female,Albino,FemaleAlbino,2,Wild White Hair,Medical Mask,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.36%,1.75%,,,,,,1.36%,1.56%,0.597120000%
7111,Girl,Female,Dark,FemaleDark,1,Silver Chain,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.56%,,,,,,,1.56%,1.56%,0.599040000%
3432,Girl,Female,Dark,FemaleDark,2,Gold Chain,Straight Hair Blonde,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.69%,1.44%,,,,,,1.44%,1.57%,0.600960000%
5951,Girl,Female,Albino,FemaleAlbino,1,Dark Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.57%,,,,,,,1.57%,1.57%,0.602880000%
245,Girl,Female,Dark,FemaleDark,1,Dark Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.57%,,,,,,,1.57%,1.57%,0.602880000%
61,Girl,Female,Light,FemaleLight,1,Dark Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.57%,,,,,,,1.57%,1.57%,0.602880000%
26,Girl,Female,Mid,FemaleMid,1,Dark Hair,(blank),(blank),(blank),(blank),(blank),(blank),38%,3.33%,1.57%,,,,,,,1.57%,1.57%,0.602880000%
5712,Girl,Female,Light,FemaleLight,2,Gold Chain,Blonde Bob,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.69%,1.47%,,,,,,1.47%,1.58%,0.606720000%
1979,Girl,Female,Mid,FemaleMid,2,Gold Chain,Red Mohawk,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.69%,1.47%,,,,,,1.47%,1.58%,0.606720000%
8320,Girl,Female,Dark,FemaleDark,3,Rosy Cheeks,Gold Chain,Tassle Hat,(blank),(blank),(blank),(blank),38%,45.01%,1.28%,1.69%,1.78%,,,,,1.28%,1.58%,0.608000000%
1603,Girl,Female,Light,FemaleLight,2,Tiara,Purple Eye Shadow,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.55%,2.62%,,,,,,0.55%,1.59%,0.608640000%
7342,Girl,Female,Dark,FemaleDark,3,Choker,Dark Hair,Green Eye Shadow,(blank),(blank),(blank),(blank),38%,45.01%,0.48%,1.57%,2.71%,,,,,0.48%,1.59%,0.609280000%
2382,Girl,Female,Dark,FemaleDark,2,Straight Hair Blonde,Medical Mask,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.44%,1.75%,,,,,,1.44%,1.60%,0.612480000%
7412,Girl,Female,Light,FemaleLight,2,Gold Chain,Straight Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.69%,1.51%,,,,,,1.51%,1.60%,0.614400000%
5980,Girl,Female,Mid,FemaleMid,2,Gold Chain,Straight Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.69%,1.51%,,,,,,1.51%,1.60%,0.614400000%
1371,Girl,Female,Albino,FemaleAlbino,2,Tiara,Blue Eye Shadow,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.55%,2.66%,,,,,,0.55%,1.61%,0.616320000%
744,Girl,Female,Light,FemaleLight,2,Tiara,Blue Eye Shadow,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.55%,2.66%,,,,,,0.55%,1.61%,0.616320000%
3345,Girl,Female,Light,FemaleLight,2,Gold Chain,Dark Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.69%,1.57%,,,,,,1.57%,1.63%,0.625920000%
2884,Girl,Female,Mid,FemaleMid,2,Pilot Helmet,Vape,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.54%,2.72%,,,,,,0.54%,1.63%,0.625920000%
6182,Girl,Female,Mid,FemaleMid,2,Tiara,Green Eye Shadow,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.55%,2.71%,,,,,,0.55%,1.63%,0.625920000%
6870,Girl,Female,Mid,FemaleMid,2,Gold Chain,Dark Hair,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.69%,1.57%,,,,,,1.57%,1.63%,0.625920000%
4055,Girl,Female,Albino,FemaleAlbino,2,Straight Hair,Medical Mask,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.51%,1.75%,,,,,,1.51%,1.63%,0.625920000%
4806,Girl,Female,Mid,FemaleMid,2,Straight Hair,Medical Mask,(blank),(blank),(blank),(blank),(blank),38%,35.60%,1.51%,1.75%,,,,,,1.51%,1.63%,0.625920000%
6875,Girl,Female,Dark,FemaleDark,2,Orange Side,Purple Eye Shadow,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.68%,2.62%,,,,,,0.68%,1.65%,0.633600000%
6250,Girl,Female,Light,FemaleLight,2,Orange Side,Purple Eye Shadow,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.68%,2.62%,,,,,,0.68%,1.65%,0.633600000%
9864,Girl,Female,Mid,FemaleMid,2,Orange Side,Purple Eye Shadow,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.68%,2.62%,,,,,,0.68%,1.65%,0.633600000%
1037,Girl,Female,Mid,FemaleMid,2,Orange Side,Blue Eye Shadow,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.68%,2.66%,,,,,,0.68%,1.67%,0.641280000%
5798,Girl,Female,Albino,FemaleAlbino,2,Orange Side,Green Eye Shadow,(blank),(blank),(blank),(blank),(blank),38%,35.60%,0.68%,2.71%,,,,,,0.68%,1.70%,0.650880000%
